season,episode_title,episode_url,burger_of_the_day,burger_name,burger_description,tvmaze_episode_id,tvmaze_episode_name,tvmaze_episode_number,tvmaze_episode_url,tvmaze_match_type,tvmaze_match_score
5,Can't Buy Me Math,https://bobs-burgers.fandom.com/wiki/Can%27t_Buy_Me_Math,LET IT SNOW PEAS BURGER,LET IT SNOW PEAS BURGER,,117729,Can't Buy Me Math,11,https://www.tvmaze.com/episodes/117729/bobs-burgers-5x11-cant-buy-me-math,exact,1.0
5,The Millie-Churian Candidate,https://bobs-burgers.fandom.com/wiki/The_Millie-Churian_Candidate,KNIFE TO ... YOU BURGER (w/ Thinly Sliced B...),KNIFE TO ... YOU BURGER,w/ Thinly Sliced B...,122952,The Millie-Churian Candidate,12,https://www.tvmaze.com/episodes/122952/bobs-burgers-5x12-the-millie-churian-candidate,exact,1.0
5,The Millie-Churian Candidate,https://bobs-burgers.fandom.com/wiki/The_Millie-Churian_Candidate,"I RAN, ... SO TAR... BURGER","I RAN, ... SO TAR... BURGER",,122952,The Millie-Churian Candidate,12,https://www.tvmaze.com/episodes/122952/bobs-burgers-5x12-the-millie-churian-candidate,exact,1.0
5,The Gayle Tales,https://bobs-burgers.fandom.com/wiki/The_Gayle_Tales,CURD-FECT STRANGERS BURGER (Comes with cheese curds),CURD-FECT STRANGERS BURGER,Comes with cheese curds,128995,The Gayle Tales,13,https://www.tvmaze.com/episodes/128995/bobs-burgers-5x13-the-gayle-tales,exact,1.0
5,Li'l Hard Dad,https://bobs-burgers.fandom.com/wiki/Li%27l_Hard_Dad,SWEET CHILI O' MINE BURGER,SWEET CHILI O' MINE BURGER,,139702,L'il Hard Dad,14,https://www.tvmaze.com/episodes/139702/bobs-burgers-5x14-lil-hard-dad,fuzzy,0.923
5,Adventures in Chinchilla-Sitting,https://bobs-burgers.fandom.com/wiki/Adventures_in_Chinchilla-Sitting,THE SIX SCALLION DOLLAR MAN BURGER,THE SIX SCALLION DOLLAR MAN BURGER,,141539,Adventures in Chinchilla-sitting,15,https://www.tvmaze.com/episodes/141539/bobs-burgers-5x15-adventures-in-chinchilla-sitting,exact,1.0
5,The Runway Club,https://bobs-burgers.fandom.com/wiki/The_Runway_Club,LET'S GIVE 'EM SOMETHING SHIITAKE 'BOUT BURGER,LET'S GIVE 'EM SOMETHING SHIITAKE 'BOUT BURGER,,142183,The Runaway Club,16,https://www.tvmaze.com/episodes/142183/bobs-burgers-5x16-the-runaway-club,fuzzy,0.968
5,The Itty Bitty Ditty Committee,https://bobs-burgers.fandom.com/wiki/The_Itty_Bitty_Ditty_Committee,IF YOU'VE GOT IT CROISSANT IT BURGER,IF YOU'VE GOT IT CROISSANT IT BURGER,,151672,Itty Bitty Ditty Committee,17,https://www.tvmaze.com/episodes/151672/bobs-burgers-5x17-itty-bitty-ditty-committee,fuzzy,0.929
5,The Itty Bitty Ditty Committee,https://bobs-burgers.fandom.com/wiki/The_Itty_Bitty_Ditty_Committee,CHILE RELLENO-YOU-DON'T BURGER,CHILE RELLENO-YOU-DON'T BURGER,,151672,Itty Bitty Ditty Committee,17,https://www.tvmaze.com/episodes/151672/bobs-burgers-5x17-itty-bitty-ditty-committee,fuzzy,0.929
5,The Itty Bitty Ditty Committee,https://bobs-burgers.fandom.com/wiki/The_Itty_Bitty_Ditty_Committee,PARM-PIT BURGER (Comes with Parmesan),PARM-PIT BURGER,Comes with Parmesan,151672,Itty Bitty Ditty Committee,17,https://www.tvmaze.com/episodes/151672/bobs-burgers-5x17-itty-bitty-ditty-committee,fuzzy,0.929
5,The Itty Bitty Ditty Committee,https://bobs-burgers.fandom.com/wiki/The_Itty_Bitty_Ditty_Committee,SCENT OF A CUMIN BURGER,SCENT OF A CUMIN BURGER,,151672,Itty Bitty Ditty Committee,17,https://www.tvmaze.com/episodes/151672/bobs-burgers-5x17-itty-bitty-ditty-committee,fuzzy,0.929
5,"Eat, Spray, Linda","https://bobs-burgers.fandom.com/wiki/Eat,_Spray,_Linda",None,None,,151673,"Eat, Spray, Linda",18,https://www.tvmaze.com/episodes/151673/bobs-burgers-5x18-eat-spray-linda,exact,1.0
5,Housetrap,https://bobs-burgers.fandom.com/wiki/Housetrap,SHE'LL BE COMIN' ROUND THE PLANTAIN BURGER (Comes with plantains),SHE'LL BE COMIN' ROUND THE PLANTAIN BURGER,Comes with plantains,151674,Housetrap,19,https://www.tvmaze.com/episodes/151674/bobs-burgers-5x19-housetrap,exact,1.0
5,Hawk & Chick,https://bobs-burgers.fandom.com/wiki/Hawk_%26_Chick,TAKE A LEEK BURGER (Comes with sautéed leeks),TAKE A LEEK BURGER,Comes with sautéed leeks,151675,Hawk & Chick,20,https://www.tvmaze.com/episodes/151675/bobs-burgers-5x20-hawk-chick,exact,1.0
5,The Oeder Games,https://bobs-burgers.fandom.com/wiki/The_Oeder_Games,WHO WANTS TO BE A SCALLIONAIRE BURGER?,WHO WANTS TO BE A SCALLIONAIRE BURGER?,,151676,The Oeder Games,21,https://www.tvmaze.com/episodes/151676/bobs-burgers-5x21-the-oeder-games,exact,1.0
6,The Land Ship,https://bobs-burgers.fandom.com/wiki/The_Land_Ship,THE YAM SHIP BURGER (Comes with yams),THE YAM SHIP BURGER,Comes with yams,236850,The Land Ship,2,https://www.tvmaze.com/episodes/236850/bobs-burgers-6x02-the-land-ship,exact,1.0
6,The Land Ship,https://bobs-burgers.fandom.com/wiki/The_Land_Ship,YOU CAN'T FIGHT CITY CHALLAH BURGER (Comes on a Challah roll),YOU CAN'T FIGHT CITY CHALLAH BURGER,Comes on a Challah roll,236850,The Land Ship,2,https://www.tvmaze.com/episodes/236850/bobs-burgers-6x02-the-land-ship,exact,1.0
6,The Land Ship,https://bobs-burgers.fandom.com/wiki/The_Land_Ship,SNIPWRECKED BURGER (Comes with parsnips),SNIPWRECKED BURGER,Comes with parsnips,236850,The Land Ship,2,https://www.tvmaze.com/episodes/236850/bobs-burgers-6x02-the-land-ship,exact,1.0
6,The Hauntening,https://bobs-burgers.fandom.com/wiki/The_Hauntening,BREAKING RADISH BURGER (Comes with a side of radish),BREAKING RADISH BURGER,Comes with a side of radish,277903,The Hauntening,3,https://www.tvmaze.com/episodes/277903/bobs-burgers-6x03-the-hauntening,exact,1.0
6,Gayle Makin' Bob Sled,https://bobs-burgers.fandom.com/wiki/Gayle_Makin%27_Bob_Sled,None,None,,377752,Gayle Makin' Bob Sled,4,https://www.tvmaze.com/episodes/377752/bobs-burgers-6x04-gayle-makin-bob-sled,exact,1.0
6,Nice-Capades,https://bobs-burgers.fandom.com/wiki/Nice-Capades,THE PEAR TREE BURGER (With sliced pears - partridge not included),THE PEAR TREE BURGER,With sliced pears - partridge not included,385064,Nice-Capades,5,https://www.tvmaze.com/episodes/385064/bobs-burgers-6x05-nice-capades,exact,1.0
6,"The Cook, the Steve, the Gayle, & Her Lover","https://bobs-burgers.fandom.com/wiki/The_Cook,_the_Steve,_the_Gayle,_%26_Her_Lover","COLE CAME, COLE SLAW, COLE CONQUERED BURGER","COLE CAME, COLE SLAW, COLE CONQUERED BURGER",,500642,"The Cook, the Steve, the Gayle, & Her Lover",6,https://www.tvmaze.com/episodes/500642/bobs-burgers-6x06-the-cook-the-steve-the-gayle-her-lover,exact,1.0
6,The Gene and Courtney Show,https://bobs-burgers.fandom.com/wiki/The_Gene_and_Courtney_Show,BE MY VALEN-THYME BURGER,BE MY VALEN-THYME BURGER,,573773,The Gene and Courtney Show,7,https://www.tvmaze.com/episodes/573773/bobs-burgers-6x07-the-gene-and-courtney-show,exact,1.0
6,Sexy Dance Healing,https://bobs-burgers.fandom.com/wiki/Sexy_Dance_Healing,THE SAY CHEESE BURGER,THE SAY CHEESE BURGER,,583079,Sexy Dance Healing,8,https://www.tvmaze.com/episodes/583079/bobs-burgers-6x08-sexy-dance-healing,exact,1.0
6,Sexy Dance Healing,https://bobs-burgers.fandom.com/wiki/Sexy_Dance_Healing,IT TAKES BUN TO KNOW BUN BURGER (Served on a fancy bun),IT TAKES BUN TO KNOW BUN BURGER,Served on a fancy bun,583079,Sexy Dance Healing,8,https://www.tvmaze.com/episodes/583079/bobs-burgers-6x08-sexy-dance-healing,exact,1.0
6,Sexy Dance Healing,https://bobs-burgers.fandom.com/wiki/Sexy_Dance_Healing,"HEAD, SHOULDERS, KNEES AND TOMATOES BURGER","HEAD, SHOULDERS, KNEES AND TOMATOES BURGER",,583079,Sexy Dance Healing,8,https://www.tvmaze.com/episodes/583079/bobs-burgers-6x08-sexy-dance-healing,exact,1.0
6,Sexy Dance Healing,https://bobs-burgers.fandom.com/wiki/Sexy_Dance_Healing,I'M PICKLISH BURGER (Comes with pickles),I'M PICKLISH BURGER,Comes with pickles,583079,Sexy Dance Healing,8,https://www.tvmaze.com/episodes/583079/bobs-burgers-6x08-sexy-dance-healing,exact,1.0
6,Sexy Dance Healing,https://bobs-burgers.fandom.com/wiki/Sexy_Dance_Healing,RUNNY OUT OF THYME BURGER (Comes with a runny fried egg),RUNNY OUT OF THYME BURGER,Comes with a runny fried egg,583079,Sexy Dance Healing,8,https://www.tvmaze.com/episodes/583079/bobs-burgers-6x08-sexy-dance-healing,exact,1.0
6,Sacred Couch,https://bobs-burgers.fandom.com/wiki/Sacred_Couch,None,None,,583081,Sacred Couch,9,https://www.tvmaze.com/episodes/583081/bobs-burgers-6x09-sacred-couch,exact,1.0
6,Lice Things Are Lice,https://bobs-burgers.fandom.com/wiki/Lice_Things_Are_Lice,TOTAL ECLIPSE OF THE HAVARTI BURGER,TOTAL ECLIPSE OF THE HAVARTI BURGER,,583080,Lice Things Are Lice,10,https://www.tvmaze.com/episodes/583080/bobs-burgers-6x10-lice-things-are-lice,exact,1.0
6,House of 1000 Bounces,https://bobs-burgers.fandom.com/wiki/House_of_1000_Bounces,RING AROUND THE COLLARD BURGER,RING AROUND THE COLLARD BURGER,,638055,House of 1000 Bounces,11,https://www.tvmaze.com/episodes/638055/bobs-burgers-6x11-house-of-1000-bounces,exact,1.0
6,Stand by Gene,https://bobs-burgers.fandom.com/wiki/Stand_by_Gene,TO THINE OWN SELF BE BLEU BURGER (Served with bleu cheese),TO THINE OWN SELF BE BLEU BURGER,Served with bleu cheese,638056,Stand by Gene,12,https://www.tvmaze.com/episodes/638056/bobs-burgers-6x12-stand-by-gene,exact,1.0
6,Wag the Hog,https://bobs-burgers.fandom.com/wiki/Wag_the_Hog,EDAMAME DEAREST BURGER (Comes with edamame),EDAMAME DEAREST BURGER,Comes with edamame,647340,Wag the Hog,13,https://www.tvmaze.com/episodes/647340/bobs-burgers-6x13-wag-the-hog,exact,1.0
6,Wag the Hog,https://bobs-burgers.fandom.com/wiki/Wag_the_Hog,BARLEY DAVIDSON BURGER (Comes on a barley roll),BARLEY DAVIDSON BURGER,Comes on a barley roll,647340,Wag the Hog,13,https://www.tvmaze.com/episodes/647340/bobs-burgers-6x13-wag-the-hog,exact,1.0
6,The Hormone-iums,https://bobs-burgers.fandom.com/wiki/The_Hormone-iums,CAPTAIN PEPPER JACK MARROW BURGER,CAPTAIN PEPPER JACK MARROW BURGER,,647341,The Hormone-iums,14,https://www.tvmaze.com/episodes/647341/bobs-burgers-6x14-the-hormone-iums,exact,1.0
6,The Hormone-iums,https://bobs-burgers.fandom.com/wiki/The_Hormone-iums,CURRY ON MY WAYWARD BUN BURGER,CURRY ON MY WAYWARD BUN BURGER,,647341,The Hormone-iums,14,https://www.tvmaze.com/episodes/647341/bobs-burgers-6x14-the-hormone-iums,exact,1.0
6,The Hormone-iums,https://bobs-burgers.fandom.com/wiki/The_Hormone-iums,"FRISEE IT, DON’T SPRAY IT BURGER","FRISEE IT, DON’T SPRAY IT BURGER",,647341,The Hormone-iums,14,https://www.tvmaze.com/episodes/647341/bobs-burgers-6x14-the-hormone-iums,exact,1.0
6,The Hormone-iums,https://bobs-burgers.fandom.com/wiki/The_Hormone-iums,WE BOUGHT A ZUCCHINI BURGER,WE BOUGHT A ZUCCHINI BURGER,,647341,The Hormone-iums,14,https://www.tvmaze.com/episodes/647341/bobs-burgers-6x14-the-hormone-iums,exact,1.0
6,Pro Tiki/Con Tiki,https://bobs-burgers.fandom.com/wiki/Pro_Tiki/Con_Tiki,ALL IN A GLAZE WORK BURGER (Served with Balsamic Glaze),ALL IN A GLAZE WORK BURGER,Served with Balsamic Glaze,647342,Pro Tiki / Con Tiki,15,https://www.tvmaze.com/episodes/647342/bobs-burgers-6x15-pro-tiki-con-tiki,exact,1.0
6,Pro Tiki/Con Tiki,https://bobs-burgers.fandom.com/wiki/Pro_Tiki/Con_Tiki,SPROUT O... KRAUT O... BURGER,SPROUT O... KRAUT O... BURGER,,647342,Pro Tiki / Con Tiki,15,https://www.tvmaze.com/episodes/647342/bobs-burgers-6x15-pro-tiki-con-tiki,exact,1.0
6,Pro Tiki/Con Tiki,https://bobs-burgers.fandom.com/wiki/Pro_Tiki/Con_Tiki,"IF AT FIRST YOU SESAME SEED, THAI, THAI, AGAIN BURGER","IF AT FIRST YOU SESAME SEED, THAI, THAI, AGAIN BURGER",,647342,Pro Tiki / Con Tiki,15,https://www.tvmaze.com/episodes/647342/bobs-burgers-6x15-pro-tiki-con-tiki,exact,1.0
6,Pro Tiki/Con Tiki,https://bobs-burgers.fandom.com/wiki/Pro_Tiki/Con_Tiki,TURN THE OTHER LEEK BURGER,TURN THE OTHER LEEK BURGER,,647342,Pro Tiki / Con Tiki,15,https://www.tvmaze.com/episodes/647342/bobs-burgers-6x15-pro-tiki-con-tiki,exact,1.0
6,Bye Bye Boo Boo,https://bobs-burgers.fandom.com/wiki/Bye_Bye_Boo_Boo,FIG LEBOWSKI BURGER,FIG LEBOWSKI BURGER,,647343,Bye Bye Boo Boo,16,https://www.tvmaze.com/episodes/647343/bobs-burgers-6x16-bye-bye-boo-boo,exact,1.0
6,Bye Bye Boo Boo,https://bobs-burgers.fandom.com/wiki/Bye_Bye_Boo_Boo,MY FARRO LADY BURGER,MY FARRO LADY BURGER,,647343,Bye Bye Boo Boo,16,https://www.tvmaze.com/episodes/647343/bobs-burgers-6x16-bye-bye-boo-boo,exact,1.0
6,The Horse Rider-er,https://bobs-burgers.fandom.com/wiki/The_Horse_Rider-er,CHUTNEY THE FRONT DOOR BURGER (Comes with Mango Chutney),CHUTNEY THE FRONT DOOR BURGER,Comes with Mango Chutney,647344,The Horse Rider-er,17,https://www.tvmaze.com/episodes/647344/bobs-burgers-6x17-the-horse-rider-er,exact,1.0
6,The Horse Rider-er,https://bobs-burgers.fandom.com/wiki/The_Horse_Rider-er,YOU'RE KIMCHI THE BEST BURGER,YOU'RE KIMCHI THE BEST BURGER,,647344,The Horse Rider-er,17,https://www.tvmaze.com/episodes/647344/bobs-burgers-6x17-the-horse-rider-er,exact,1.0
6,The Horse Rider-er,https://bobs-burgers.fandom.com/wiki/The_Horse_Rider-er,TERIYAKI A NEW ONE BURGER,TERIYAKI A NEW ONE BURGER,,647344,The Horse Rider-er,17,https://www.tvmaze.com/episodes/647344/bobs-burgers-6x17-the-horse-rider-er,exact,1.0
6,Secret Admiral-irer,https://bobs-burgers.fandom.com/wiki/Secret_Admiral-irer,AW NUTS BURGER (Comes with peanut butter),AW NUTS BURGER,Comes with peanut butter,647345,Secret Admiral-irer,18,https://www.tvmaze.com/episodes/647345/bobs-burgers-6x18-secret-admiral-irer,exact,1.0
6,Secret Admiral-irer,https://bobs-burgers.fandom.com/wiki/Secret_Admiral-irer,THE GLASS FROMAGERIE BURGER,THE GLASS FROMAGERIE BURGER,,647345,Secret Admiral-irer,18,https://www.tvmaze.com/episodes/647345/bobs-burgers-6x18-secret-admiral-irer,exact,1.0
6,"Glued, Where's My Bob?","https://bobs-burgers.fandom.com/wiki/Glued,_Where%27s_My_Bob%3F",THE HAND THAT ROCKS THE BAGEL BURGER (Comes with an everything bagel),THE HAND THAT ROCKS THE BAGEL BURGER,Comes with an everything bagel,647346,Glued: Where's My Bob,19,https://www.tvmaze.com/episodes/647346/bobs-burgers-6x19-glued-wheres-my-bob,exact,1.0
6,"Glued, Where's My Bob?","https://bobs-burgers.fandom.com/wiki/Glued,_Where%27s_My_Bob%3F",PUT ME IN POACHED BURGER (Comes with a poached egg),PUT ME IN POACHED BURGER,Comes with a poached egg,647346,Glued: Where's My Bob,19,https://www.tvmaze.com/episodes/647346/bobs-burgers-6x19-glued-wheres-my-bob,exact,1.0
7,Flu-ouise,https://bobs-burgers.fandom.com/wiki/Flu-ouise,ENDIVE HAD THE TIME OF MY LIFE BURGER,ENDIVE HAD THE TIME OF MY LIFE BURGER,,835551,Flu-ouise,1,https://www.tvmaze.com/episodes/835551/bobs-burgers-7x01-flu-ouise,exact,1.0
7,Sea Me Now,https://bobs-burgers.fandom.com/wiki/Sea_Me_Now,YOU SPINACH ME RIGHT ROUND BABY SPINACH BURGER,YOU SPINACH ME RIGHT ROUND BABY SPINACH BURGER,,929913,Sea Me Now,2,https://www.tvmaze.com/episodes/929913/bobs-burgers-7x02-sea-me-now,exact,1.0
7,Sea Me Now,https://bobs-burgers.fandom.com/wiki/Sea_Me_Now,WASABI MY GUEST BURGER,WASABI MY GUEST BURGER,,929913,Sea Me Now,2,https://www.tvmaze.com/episodes/929913/bobs-burgers-7x02-sea-me-now,exact,1.0
7,Teen-a Witch,https://bobs-burgers.fandom.com/wiki/Teen-a_Witch,MUENSTER UNDER THE BUN BURGER,MUENSTER UNDER THE BUN BURGER,,929914,Teen-a-Witch,3,https://www.tvmaze.com/episodes/929914/bobs-burgers-7x03-teen-a-witch,exact,1.0
7,"They Serve Horses, Don't They?","https://bobs-burgers.fandom.com/wiki/They_Serve_Horses,_Don%27t_They%3F",DO FRY FOR ME ARGENTINA BURGER (Comes with Chimichurri sauce and ...),DO FRY FOR ME ARGENTINA BURGER,Comes with Chimichurri sauce and ...,929915,"They Serve Horses, Don't They?",4,https://www.tvmaze.com/episodes/929915/bobs-burgers-7x04-they-serve-horses-dont-they,exact,1.0
7,"They Serve Horses, Don't They?","https://bobs-burgers.fandom.com/wiki/They_Serve_Horses,_Don%27t_They%3F",THE ELVIS PRETZEL BURGER (Served on a pretzel bun),THE ELVIS PRETZEL BURGER,Served on a pretzel bun,929915,"They Serve Horses, Don't They?",4,https://www.tvmaze.com/episodes/929915/bobs-burgers-7x04-they-serve-horses-dont-they,exact,1.0
7,"They Serve Horses, Don't They?","https://bobs-burgers.fandom.com/wiki/They_Serve_Horses,_Don%27t_They%3F",I KNOW WHAT YOU DID LAST SUMMER SQUASH BURGER,I KNOW WHAT YOU DID LAST SUMMER SQUASH BURGER,,929915,"They Serve Horses, Don't They?",4,https://www.tvmaze.com/episodes/929915/bobs-burgers-7x04-they-serve-horses-dont-they,exact,1.0
7,"They Serve Horses, Don't They?","https://bobs-burgers.fandom.com/wiki/They_Serve_Horses,_Don%27t_They%3F",CHILI WONKA BURGER,CHILI WONKA BURGER,,929915,"They Serve Horses, Don't They?",4,https://www.tvmaze.com/episodes/929915/bobs-burgers-7x04-they-serve-horses-dont-they,exact,1.0
7,"They Serve Horses, Don't They?","https://bobs-burgers.fandom.com/wiki/They_Serve_Horses,_Don%27t_They%3F",CORNED IDENTITY BURGER (Comes with corned beef),CORNED IDENTITY BURGER,Comes with corned beef,929915,"They Serve Horses, Don't They?",4,https://www.tvmaze.com/episodes/929915/bobs-burgers-7x04-they-serve-horses-dont-they,exact,1.0
7,"They Serve Horses, Don't They?","https://bobs-burgers.fandom.com/wiki/They_Serve_Horses,_Don%27t_They%3F",TANGLED UP IN BLUEBERRY BURGER (Comes with a blueberry compote),TANGLED UP IN BLUEBERRY BURGER,Comes with a blueberry compote,929915,"They Serve Horses, Don't They?",4,https://www.tvmaze.com/episodes/929915/bobs-burgers-7x04-they-serve-horses-dont-they,exact,1.0
7,"They Serve Horses, Don't They?","https://bobs-burgers.fandom.com/wiki/They_Serve_Horses,_Don%27t_They%3F",WHEN HARRY MET SALUMI BURGER,WHEN HARRY MET SALUMI BURGER,,929915,"They Serve Horses, Don't They?",4,https://www.tvmaze.com/episodes/929915/bobs-burgers-7x04-they-serve-horses-dont-they,exact,1.0
7,"Large Brother, Where Fart Thou?","https://bobs-burgers.fandom.com/wiki/Large_Brother,_Where_Fart_Thou%3F",THE OLIVES KITTERIDGE BURGER (With olive tapenade),THE OLIVES KITTERIDGE BURGER,With olive tapenade,974910,"Large Brother, Where Fart Thou?",5,https://www.tvmaze.com/episodes/974910/bobs-burgers-7x05-large-brother-where-fart-thou,exact,1.0
7,The Quirkducers,https://bobs-burgers.fandom.com/wiki/The_Quirkducers,JAGGED LITTLE DILL BURGER,JAGGED LITTLE DILL BURGER,,974911,The Quirk-ducers,6,https://www.tvmaze.com/episodes/974911/bobs-burgers-7x06-the-quirk-ducers,fuzzy,0.968
7,The Last Gingerbread House on the Left,https://bobs-burgers.fandom.com/wiki/The_Last_Gingerbread_House_on_the_Left,AWAY IN A MANGO BURGER,AWAY IN A MANGO BURGER,,976869,The Last Gingerbread House on the Left,7,https://www.tvmaze.com/episodes/976869/bobs-burgers-7x07-the-last-gingerbread-house-on-the-left,exact,1.0
7,Ex MachTina,https://bobs-burgers.fandom.com/wiki/Ex_MachTina,CAPER THE FRIENDLY GOAT CHEESE BURGER (Comes /w Capers & Feta),CAPER THE FRIENDLY GOAT CHEESE BURGER,Comes /w Capers & Feta,1009803,Ex MachTina,8,https://www.tvmaze.com/episodes/1009803/bobs-burgers-7x08-ex-machtina,exact,1.0
7,Ex MachTina,https://bobs-burgers.fandom.com/wiki/Ex_MachTina,VIDEO KILLED THE RADICCHIO STAR BURGER,VIDEO KILLED THE RADICCHIO STAR BURGER,,1009803,Ex MachTina,8,https://www.tvmaze.com/episodes/1009803/bobs-burgers-7x08-ex-machtina,exact,1.0
7,Ex MachTina,https://bobs-burgers.fandom.com/wiki/Ex_MachTina,IF YOU'VE GOT IT CROISSANT IT BURGER,IF YOU'VE GOT IT CROISSANT IT BURGER,,1009803,Ex MachTina,8,https://www.tvmaze.com/episodes/1009803/bobs-burgers-7x08-ex-machtina,exact,1.0
7,Bob Actually,https://bobs-burgers.fandom.com/wiki/Bob_Actually,ANDREW DICED CARROTS BURGER (Comes with pickled diced carrots),ANDREW DICED CARROTS BURGER,Comes with pickled diced carrots,1036954,Bob Actually,9,https://www.tvmaze.com/episodes/1036954/bobs-burgers-7x09-bob-actually,exact,1.0
7,There's No Business Like Mr. Business Business,https://bobs-burgers.fandom.com/wiki/There%27s_No_Business_Like_Mr._Business_Business,GARLIC SHANDLING BURGER,GARLIC SHANDLING BURGER,,1044450,There's No Business Like Mr. Business Business,10,https://www.tvmaze.com/episodes/1044450/bobs-burgers-7x10-theres-no-business-like-mr-business-business,exact,1.0
7,There's No Business Like Mr. Business Business,https://bobs-burgers.fandom.com/wiki/There%27s_No_Business_Like_Mr._Business_Business,LITTLE RED BRUSCHETT-A BURGER,LITTLE RED BRUSCHETT-A BURGER,,1044450,There's No Business Like Mr. Business Business,10,https://www.tvmaze.com/episodes/1044450/bobs-burgers-7x10-theres-no-business-like-mr-business-business,exact,1.0
7,There's No Business Like Mr. Business Business,https://bobs-burgers.fandom.com/wiki/There%27s_No_Business_Like_Mr._Business_Business,WALKING IN A WINTER COMES-WITH-CRAN BURGER (Comes with cranberry sauce),WALKING IN A WINTER COMES-WITH-CRAN BURGER,Comes with cranberry sauce,1044450,There's No Business Like Mr. Business Business,10,https://www.tvmaze.com/episodes/1044450/bobs-burgers-7x10-theres-no-business-like-mr-business-business,exact,1.0
7,There's No Business Like Mr. Business Business,https://bobs-burgers.fandom.com/wiki/There%27s_No_Business_Like_Mr._Business_Business,STILTON ON THE DOCK OF THE BUN BURGER,STILTON ON THE DOCK OF THE BUN BURGER,,1044450,There's No Business Like Mr. Business Business,10,https://www.tvmaze.com/episodes/1044450/bobs-burgers-7x10-theres-no-business-like-mr-business-business,exact,1.0
7,A Few 'Gurt Men,https://bobs-burgers.fandom.com/wiki/A_Few_%27Gurt_Men,IT'S MY HAVARTI AND I'LL RYE IF I WANT TO BURGER,IT'S MY HAVARTI AND I'LL RYE IF I WANT TO BURGER,,1067418,A Few 'Gurt Men,11,https://www.tvmaze.com/episodes/1067418/bobs-burgers-7x11-a-few-gurt-men,exact,1.0
7,A Few 'Gurt Men,https://bobs-burgers.fandom.com/wiki/A_Few_%27Gurt_Men,FINGERLING BROTHERS AND BARNUM AND BAY LEAVES BURGER,FINGERLING BROTHERS AND BARNUM AND BAY LEAVES BURGER,,1067418,A Few 'Gurt Men,11,https://www.tvmaze.com/episodes/1067418/bobs-burgers-7x11-a-few-gurt-men,exact,1.0
7,Like Gene for Chocolate,https://bobs-burgers.fandom.com/wiki/Like_Gene_for_Chocolate,... BITES T... BURGER,... BITES T... BURGER,,1075110,Like Gene for Chocolate,12,https://www.tvmaze.com/episodes/1075110/bobs-burgers-7x12-like-gene-for-chocolate,exact,1.0
7,Like Gene for Chocolate,https://bobs-burgers.fandom.com/wiki/Like_Gene_for_Chocolate,CITIZEN KALE BURGER,CITIZEN KALE BURGER,,1075110,Like Gene for Chocolate,12,https://www.tvmaze.com/episodes/1075110/bobs-burgers-7x12-like-gene-for-chocolate,exact,1.0
7,Like Gene for Chocolate,https://bobs-burgers.fandom.com/wiki/Like_Gene_for_Chocolate,IT TAKES TWO TO MANGO BURGER (Comes with ...),IT TAKES TWO TO MANGO BURGER,Comes with ...,1075110,Like Gene for Chocolate,12,https://www.tvmaze.com/episodes/1075110/bobs-burgers-7x12-like-gene-for-chocolate,exact,1.0
7,The Grand Mama-pest Hotel,https://bobs-burgers.fandom.com/wiki/The_Grand_Mama-pest_Hotel,NOTHING COMPARES 2 BLUE (CHEESE) BURGER,NOTHING COMPARES 2 BLUE (CHEESE) BURGER,,1080729,The Grand Mama-Pest Hotel,13,https://www.tvmaze.com/episodes/1080729/bobs-burgers-7x13-the-grand-mama-pest-hotel,exact,1.0
7,Aquaticism,https://bobs-burgers.fandom.com/wiki/Aquaticism,THE FOR THOSE ABOUT TO ROQUEFORT WE SALUTE YOU BURGER,THE FOR THOSE ABOUT TO ROQUEFORT WE SALUTE YOU BURGER,,1087372,Aquaticism,14,https://www.tvmaze.com/episodes/1087372/bobs-burgers-7x14-aquaticism,exact,1.0
7,Aquaticism,https://bobs-burgers.fandom.com/wiki/Aquaticism,THE OH CON-PEAR BURGER,THE OH CON-PEAR BURGER,,1087372,Aquaticism,14,https://www.tvmaze.com/episodes/1087372/bobs-burgers-7x14-aquaticism,exact,1.0
7,Ain't Miss Debatin',https://bobs-burgers.fandom.com/wiki/Ain%27t_Miss_Debatin%27,... EASY AS ... BURGER,... EASY AS ... BURGER,,1087373,Ain't Miss Debatin',15,https://www.tvmaze.com/episodes/1087373/bobs-burgers-7x15-aint-miss-debatin,exact,1.0
7,Ain't Miss Debatin',https://bobs-burgers.fandom.com/wiki/Ain%27t_Miss_Debatin%27,THE CHOYS ARE BOK IN TOWN BURGER (Comes with Bok Choy),THE CHOYS ARE BOK IN TOWN BURGER,Comes with Bok Choy,1087373,Ain't Miss Debatin',15,https://www.tvmaze.com/episodes/1087373/bobs-burgers-7x15-aint-miss-debatin,exact,1.0
7,Eggs for Days,https://bobs-burgers.fandom.com/wiki/Eggs_for_Days,EMERGENCY EGGS-IT BURGER,EMERGENCY EGGS-IT BURGER,,1096411,Eggs for Days,16,https://www.tvmaze.com/episodes/1096411/bobs-burgers-7x16-eggs-for-days,exact,1.0
7,Eggs for Days,https://bobs-burgers.fandom.com/wiki/Eggs_for_Days,PASSION OF THE CRESS BURGER,PASSION OF THE CRESS BURGER,,1096411,Eggs for Days,16,https://www.tvmaze.com/episodes/1096411/bobs-burgers-7x16-eggs-for-days,exact,1.0
