season,episode_title,episode_url,burger_of_the_day,burger_name,burger_description,tvmaze_episode_id,tvmaze_episode_name,tvmaze_episode_number,tvmaze_episode_url,tvmaze_match_type,tvmaze_match_score
3,God Rest Ye Merry Gentle-Mannequins,https://bobs-burgers.fandom.com/wiki/God_Rest_Ye_Merry_Gentle-Mannequins,JINGLE BELL PEPPER BURGER,JINGLE BELL PEPPER BURGER,,7445,God Rest Ye Merry Gentle-Mannequins,9,https://www.tvmaze.com/episodes/7445/bobs-burgers-3x09-god-rest-ye-merry-gentle-mannequins,exact,1.0
3,God Rest Ye Merry Gentle-Mannequins,https://bobs-burgers.fandom.com/wiki/God_Rest_Ye_Merry_Gentle-Mannequins,HOME FOR THE CHALLAH-DAYS BURGER (Comes on a challah roll),HOME FOR THE CHALLAH-DAYS BURGER,Comes on a challah roll,7445,God Rest Ye Merry Gentle-Mannequins,9,https://www.tvmaze.com/episodes/7445/bobs-burgers-3x09-god-rest-ye-merry-gentle-mannequins,exact,1.0
3,God Rest Ye Merry Gentle-Mannequins,https://bobs-burgers.fandom.com/wiki/God_Rest_Ye_Merry_Gentle-Mannequins,THE SILENTIL NIGHT BURGER (Comes with lentils),THE SILENTIL NIGHT BURGER,Comes with lentils,7445,God Rest Ye Merry Gentle-Mannequins,9,https://www.tvmaze.com/episodes/7445/bobs-burgers-3x09-god-rest-ye-merry-gentle-mannequins,exact,1.0
3,Mother Daughter Laser Razor,https://bobs-burgers.fandom.com/wiki/Mother_Daughter_Laser_Razor,50 WAYS TO LEAVE YOUR GUAVA BURGER,50 WAYS TO LEAVE YOUR GUAVA BURGER,,7446,Mother Daughter Laser Razor,10,https://www.tvmaze.com/episodes/7446/bobs-burgers-3x10-mother-daughter-laser-razor,exact,1.0
3,Mother Daughter Laser Razor,https://bobs-burgers.fandom.com/wiki/Mother_Daughter_Laser_Razor,RUTA-BAG-A BURGER,RUTA-BAG-A BURGER,,7446,Mother Daughter Laser Razor,10,https://www.tvmaze.com/episodes/7446/bobs-burgers-3x10-mother-daughter-laser-razor,exact,1.0
3,Nude Beach,https://bobs-burgers.fandom.com/wiki/Nude_Beach,DON'T GO BROCKING MY HEART BURGER (With broccoli and artichoke hearts),DON'T GO BROCKING MY HEART BURGER,With broccoli and artichoke hearts,7447,Nude Beach,11,https://www.tvmaze.com/episodes/7447/bobs-burgers-3x11-nude-beach,exact,1.0
3,Nude Beach,https://bobs-burgers.fandom.com/wiki/Nude_Beach,EGGERS CAN'T BE CHEESERS BURGER (With fried egg and cheese),EGGERS CAN'T BE CHEESERS BURGER,With fried egg and cheese,7447,Nude Beach,11,https://www.tvmaze.com/episodes/7447/bobs-burgers-3x11-nude-beach,exact,1.0
3,Nude Beach,https://bobs-burgers.fandom.com/wiki/Nude_Beach,FREEDOM OF CHOYS BURGER (Comes with bok choy),FREEDOM OF CHOYS BURGER,Comes with bok choy,7447,Nude Beach,11,https://www.tvmaze.com/episodes/7447/bobs-burgers-3x11-nude-beach,exact,1.0
3,Broadcast Wagstaff School News,https://bobs-burgers.fandom.com/wiki/Broadcast_Wagstaff_School_News,GRANDPA MUENSTER BURGER (10% Senior Discount),GRANDPA MUENSTER BURGER,10% Senior Discount,7448,Broadcast Wagstaff School News,12,https://www.tvmaze.com/episodes/7448/bobs-burgers-3x12-broadcast-wagstaff-school-news,exact,1.0
3,Broadcast Wagstaff School News,https://bobs-burgers.fandom.com/wiki/Broadcast_Wagstaff_School_News,MUSHROOM WITH A VIEW BURGER (Porcini on a double decker),MUSHROOM WITH A VIEW BURGER,Porcini on a double decker,7448,Broadcast Wagstaff School News,12,https://www.tvmaze.com/episodes/7448/bobs-burgers-3x12-broadcast-wagstaff-school-news,exact,1.0
3,My Fuzzy Valentine,https://bobs-burgers.fandom.com/wiki/My_Fuzzy_Valentine,I HEARTICHOKE YOU BURGER,I HEARTICHOKE YOU BURGER,,7449,My Fuzzy Valentine,13,https://www.tvmaze.com/episodes/7449/bobs-burgers-3x13-my-fuzzy-valentine,exact,1.0
3,Lindapendent Woman,https://bobs-burgers.fandom.com/wiki/Lindapendent_Woman,DON'T YOU FOUR CHEDDAR 'BOUT ME BURGER (Comes with four kinds of cheddar),DON'T YOU FOUR CHEDDAR 'BOUT ME BURGER,Comes with four kinds of cheddar,7450,Lindapendant Woman,14,https://www.tvmaze.com/episodes/7450/bobs-burgers-3x14-lindapendant-woman,fuzzy,0.944
3,Lindapendent Woman,https://bobs-burgers.fandom.com/wiki/Lindapendent_Woman,I MINT TO DO THAT BURGER (Comes with mint relish),I MINT TO DO THAT BURGER,Comes with mint relish,7450,Lindapendant Woman,14,https://www.tvmaze.com/episodes/7450/bobs-burgers-3x14-lindapendant-woman,fuzzy,0.944
3,Lindapendent Woman,https://bobs-burgers.fandom.com/wiki/Lindapendent_Woman,ONLY THE PROVONELY BURGER (Comes with provolone),ONLY THE PROVONELY BURGER,Comes with provolone,7450,Lindapendant Woman,14,https://www.tvmaze.com/episodes/7450/bobs-burgers-3x14-lindapendant-woman,fuzzy,0.944
3,O.T. The Outside Toilet,https://bobs-burgers.fandom.com/wiki/O.T._The_Outside_Toilet,SHARP CHEDDAR DRESSED MAN BURGER (Comes with sharp cheddar),SHARP CHEDDAR DRESSED MAN BURGER,Comes with sharp cheddar,7451,O.T. The Outside Toilet,15,https://www.tvmaze.com/episodes/7451/bobs-burgers-3x15-ot-the-outside-toilet,exact,1.0
3,Topsy,https://bobs-burgers.fandom.com/wiki/Topsy,I KNOW WHY THE CAJUN BURGER SINGS,I KNOW WHY THE CAJUN BURGER SINGS,,7452,Topsy,16,https://www.tvmaze.com/episodes/7452/bobs-burgers-3x16-topsy,exact,1.0
3,Topsy,https://bobs-burgers.fandom.com/wiki/Topsy,TARRAGON IN SIXTY SECONDS BURGER,TARRAGON IN SIXTY SECONDS BURGER,,7452,Topsy,16,https://www.tvmaze.com/episodes/7452/bobs-burgers-3x16-topsy,exact,1.0
3,Two for Tina,https://bobs-burgers.fandom.com/wiki/Two_for_Tina,CHILE RELLENO-YOU-DIDN'T BURGER,CHILE RELLENO-YOU-DIDN'T BURGER,,7453,Two for Tina,17,https://www.tvmaze.com/episodes/7453/bobs-burgers-3x17-two-for-tina,exact,1.0
3,It Snakes a Village,https://bobs-burgers.fandom.com/wiki/It_Snakes_a_Village,None,None,,7454,It Snakes a Village,18,https://www.tvmaze.com/episodes/7454/bobs-burgers-3x18-it-snakes-a-village,exact,1.0
3,Family Fracas,https://bobs-burgers.fandom.com/wiki/Family_Fracas,"None (A Burger of the Day can be seen, but it's impossible to read in one shot, and only a couple of letters are visible in another.)",None,"A Burger of the Day can be seen, but it's impossible to read in one shot, and only a couple of letters are visible in another.",7455,Family Fracas,19,https://www.tvmaze.com/episodes/7455/bobs-burgers-3x19-family-fracas,exact,1.0
3,The Kids Run the Restaurant,https://bobs-burgers.fandom.com/wiki/The_Kids_Run_the_Restaurant,TOP BUN BURGER (Comes on our best seven-grain bun),TOP BUN BURGER,Comes on our best seven-grain bun,7456,The Kids Run the Restaurant,20,https://www.tvmaze.com/episodes/7456/bobs-burgers-3x20-the-kids-run-the-restaurant,exact,1.0
3,The Kids Run the Restaurant,https://bobs-burgers.fandom.com/wiki/The_Kids_Run_the_Restaurant,TOP BUTT BURGER (Your face looks like a butt),TOP BUTT BURGER,Your face looks like a butt,7456,The Kids Run the Restaurant,20,https://www.tvmaze.com/episodes/7456/bobs-burgers-3x20-the-kids-run-the-restaurant,exact,1.0
3,Boyz 4 Now,https://bobs-burgers.fandom.com/wiki/Boyz_4_Now,None,None,,7457,Boyz 4 Now,21,https://www.tvmaze.com/episodes/7457/bobs-burgers-3x21-boyz-4-now,exact,1.0
3,Carpe Museum,https://bobs-burgers.fandom.com/wiki/Carpe_Museum,"SO MANY FENNEL SO LITTLE THYME BURGER (Comes with lots of fennel, no thyme)",SO MANY FENNEL SO LITTLE THYME BURGER,"Comes with lots of fennel, no thyme",7458,Carpe Museum,22,https://www.tvmaze.com/episodes/7458/bobs-burgers-3x22-carpe-museum,exact,1.0
3,The Unnatural,https://bobs-burgers.fandom.com/wiki/The_Unnatural,NATIONAL PASS-THYME BURGER,NATIONAL PASS-THYME BURGER,,7459,The Unnatural,23,https://www.tvmaze.com/episodes/7459/bobs-burgers-3x23-the-unnatural,exact,1.0
3,The Unnatural,https://bobs-burgers.fandom.com/wiki/The_Unnatural,FREE TO BRIE YOU AND ME BURGER,FREE TO BRIE YOU AND ME BURGER,,7459,The Unnatural,23,https://www.tvmaze.com/episodes/7459/bobs-burgers-3x23-the-unnatural,exact,1.0
4,A River Runs Through Bob,https://bobs-burgers.fandom.com/wiki/A_River_Runs_Through_Bob,None,None,,7460,A River Runs Through Bob,1,https://www.tvmaze.com/episodes/7460/bobs-burgers-4x01-a-river-runs-through-bob,exact,1.0
4,Fort Night,https://bobs-burgers.fandom.com/wiki/Fort_Night,THE CAULIFLOWER'S CUMIN FROM INSIDE THE HOUSE BURGER (Comes with cauliflower and cumin),THE CAULIFLOWER'S CUMIN FROM INSIDE THE HOUSE BURGER,Comes with cauliflower and cumin,7461,Fort Night,2,https://www.tvmaze.com/episodes/7461/bobs-burgers-4x02-fort-night,exact,1.0
4,Seaplane!,https://bobs-burgers.fandom.com/wiki/Seaplane!,SPROUTS! SPROUTS! SPROUTS IT ALL OUT! BURGER,SPROUTS! SPROUTS! SPROUTS IT ALL OUT! BURGER,,7462,Seaplane!,3,https://www.tvmaze.com/episodes/7462/bobs-burgers-4x03-seaplane,exact,1.0
4,My Big Fat Greek Bob,https://bobs-burgers.fandom.com/wiki/My_Big_Fat_Greek_Bob,A LEEK OF THEIR OWN BURGER,A LEEK OF THEIR OWN BURGER,,7463,My Big Fat Greek Bob,4,https://www.tvmaze.com/episodes/7463/bobs-burgers-4x04-my-big-fat-greek-bob,exact,1.0
4,Turkey in a Can,https://bobs-burgers.fandom.com/wiki/Turkey_in_a_Can,SMOKE-A-HONTAS BURGER (Comes with ...),SMOKE-A-HONTAS BURGER,Comes with ...,7464,Turkey in a Can,5,https://www.tvmaze.com/episodes/7464/bobs-burgers-4x05-turkey-in-a-can,exact,1.0
4,Turkey in a Can,https://bobs-burgers.fandom.com/wiki/Turkey_in_a_Can,GOURDON-HAMSEY BURGER (Comes with squash and ham),GOURDON-HAMSEY BURGER,Comes with squash and ham,7464,Turkey in a Can,5,https://www.tvmaze.com/episodes/7464/bobs-burgers-4x05-turkey-in-a-can,exact,1.0
4,Purple Rain-Union,https://bobs-burgers.fandom.com/wiki/Purple_Rain-Union,None,None,,7465,Purple Rain-Union,6,https://www.tvmaze.com/episodes/7465/bobs-burgers-4x06-purple-rain-union,exact,1.0
4,Bob and Deliver,https://bobs-burgers.fandom.com/wiki/Bob_and_Deliver,"I'M OK, YOU'RE OK-RA BURGER","I'M OK, YOU'RE OK-RA BURGER",,7466,Bob and Deliver,7,https://www.tvmaze.com/episodes/7466/bobs-burgers-4x07-bob-and-deliver,exact,1.0
4,Bob and Deliver,https://bobs-burgers.fandom.com/wiki/Bob_and_Deliver,BOHEMIAN RADISHY BURGER,BOHEMIAN RADISHY BURGER,,7466,Bob and Deliver,7,https://www.tvmaze.com/episodes/7466/bobs-burgers-4x07-bob-and-deliver,exact,1.0
4,Bob and Deliver,https://bobs-burgers.fandom.com/wiki/Bob_and_Deliver,EDWARD JAMES OLIVE-MOST BURGER,EDWARD JAMES OLIVE-MOST BURGER,,7466,Bob and Deliver,7,https://www.tvmaze.com/episodes/7466/bobs-burgers-4x07-bob-and-deliver,exact,1.0
4,Christmas in the Car,https://bobs-burgers.fandom.com/wiki/Christmas_in_the_Car,None,None,,7467,Christmas in the Car,8,https://www.tvmaze.com/episodes/7467/bobs-burgers-4x08-christmas-in-the-car,exact,1.0
4,Slumber Party,https://bobs-burgers.fandom.com/wiki/Slumber_Party,None,None,,7468,Slumber Party,9,https://www.tvmaze.com/episodes/7468/bobs-burgers-4x09-slumber-party,exact,1.0
4,Presto Tina-O,https://bobs-burgers.fandom.com/wiki/Presto_Tina-O,IS THIS YOUR CHARD? BURGER,IS THIS YOUR CHARD? BURGER,,7469,Presto Tina-o,10,https://www.tvmaze.com/episodes/7469/bobs-burgers-4x10-presto-tina-o,exact,1.0
4,Presto Tina-O,https://bobs-burgers.fandom.com/wiki/Presto_Tina-O,"CAPER MAGIC TO YOURSELF BURGER (Comes with capers - Also, Magic doesn't exist)",CAPER MAGIC TO YOURSELF BURGER,"Comes with capers - Also, Magic doesn't exist",7469,Presto Tina-o,10,https://www.tvmaze.com/episodes/7469/bobs-burgers-4x10-presto-tina-o,exact,1.0
4,Presto Tina-O,https://bobs-burgers.fandom.com/wiki/Presto_Tina-O,I DON'T BAY LEAF IN MAGIC BURGER,I DON'T BAY LEAF IN MAGIC BURGER,,7469,Presto Tina-o,10,https://www.tvmaze.com/episodes/7469/bobs-burgers-4x10-presto-tina-o,exact,1.0
4,"Easy Com-mercial, Easy Go-mercial","https://bobs-burgers.fandom.com/wiki/Easy_Com-mercial,_Easy_Go-mercial",WINTER MUENSTERLAND BURGER (With Muenster cheese and side of snow peas),WINTER MUENSTERLAND BURGER,With Muenster cheese and side of snow peas,7470,"Easy Commercial, Easy Gommercial",11,https://www.tvmaze.com/episodes/7470/bobs-burgers-4x11-easy-commercial-easy-gommercial,fuzzy,0.952
4,"Easy Com-mercial, Easy Go-mercial","https://bobs-burgers.fandom.com/wiki/Easy_Com-mercial,_Easy_Go-mercial",THE LONGEST CHARD BURGER,THE LONGEST CHARD BURGER,,7470,"Easy Commercial, Easy Gommercial",11,https://www.tvmaze.com/episodes/7470/bobs-burgers-4x11-easy-commercial-easy-gommercial,fuzzy,0.952
4,"Easy Com-mercial, Easy Go-mercial","https://bobs-burgers.fandom.com/wiki/Easy_Com-mercial,_Easy_Go-mercial",KALE MARY BURGER (Served with kale),KALE MARY BURGER,Served with kale,7470,"Easy Commercial, Easy Gommercial",11,https://www.tvmaze.com/episodes/7470/bobs-burgers-4x11-easy-commercial-easy-gommercial,fuzzy,0.952
4,"Easy Com-mercial, Easy Go-mercial","https://bobs-burgers.fandom.com/wiki/Easy_Com-mercial,_Easy_Go-mercial",THE TROY OINKMAN BURGER (Served with bacon),THE TROY OINKMAN BURGER,Served with bacon,7470,"Easy Commercial, Easy Gommercial",11,https://www.tvmaze.com/episodes/7470/bobs-burgers-4x11-easy-commercial-easy-gommercial,fuzzy,0.952
4,The Frond Files,https://bobs-burgers.fandom.com/wiki/The_Frond_Files,None,None,,7471,The Frond Files,12,https://www.tvmaze.com/episodes/7471/bobs-burgers-4x12-the-frond-files,exact,1.0
4,Mazel Tina,https://bobs-burgers.fandom.com/wiki/Mazel_Tina,None,None,,7472,Mazel Tina,13,https://www.tvmaze.com/episodes/7472/bobs-burgers-4x13-mazel-tina,exact,1.0
4,Uncle Teddy,https://bobs-burgers.fandom.com/wiki/Uncle_Teddy,IT'S ONLY SOURDOUGH BURGER (But I like it),IT'S ONLY SOURDOUGH BURGER (But I like it),,7473,Uncle Teddy,14,https://www.tvmaze.com/episodes/7473/bobs-burgers-4x14-uncle-teddy,exact,1.0
4,The Kids Rob a Train,https://bobs-burgers.fandom.com/wiki/The_Kids_Rob_a_Train,ENOKI DOKIE BURGER (Comes with enoki mushrooms),ENOKI DOKIE BURGER,Comes with enoki mushrooms,7474,The Kids Rob a Train,15,https://www.tvmaze.com/episodes/7474/bobs-burgers-4x15-the-kids-rob-a-train,exact,1.0
4,I Get Psy-chic Out of You,https://bobs-burgers.fandom.com/wiki/I_Get_Psy-chic_Out_of_You,I FOUGHT THE SLAW BURGER (And the Slaw Won),I FOUGHT THE SLAW BURGER (And the Slaw Won),,7475,I Get Psy-chic Out of You,16,https://www.tvmaze.com/episodes/7475/bobs-burgers-4x16-i-get-psy-chic-out-of-you,exact,1.0
4,I Get Psy-chic Out of You,https://bobs-burgers.fandom.com/wiki/I_Get_Psy-chic_Out_of_You,"CHARBROIL FAIR BURGER (Comes with Parsley, Sage, Rosemary and Thyme)",CHARBROIL FAIR BURGER,"Comes with Parsley, Sage, Rosemary and Thyme",7475,I Get Psy-chic Out of You,16,https://www.tvmaze.com/episodes/7475/bobs-burgers-4x16-i-get-psy-chic-out-of-you,exact,1.0
4,I Get Psy-chic Out of You,https://bobs-burgers.fandom.com/wiki/I_Get_Psy-chic_Out_of_You,SYMPATHY FOR THE DEVILED EGG BURGER,SYMPATHY FOR THE DEVILED EGG BURGER,,7475,I Get Psy-chic Out of You,16,https://www.tvmaze.com/episodes/7475/bobs-burgers-4x16-i-get-psy-chic-out-of-you,exact,1.0
4,I Get Psy-chic Out of You,https://bobs-burgers.fandom.com/wiki/I_Get_Psy-chic_Out_of_You,BEETS OF THE SOUTHERN WILD BURGER,BEETS OF THE SOUTHERN WILD BURGER,,7475,I Get Psy-chic Out of You,16,https://www.tvmaze.com/episodes/7475/bobs-burgers-4x16-i-get-psy-chic-out-of-you,exact,1.0
4,The Equestranauts,https://bobs-burgers.fandom.com/wiki/The_Equestranauts,THE LIFE OF THE PARSLEY BURGER,THE LIFE OF THE PARSLEY BURGER,,7476,The Equestranauts,17,https://www.tvmaze.com/episodes/7476/bobs-burgers-4x17-the-equestranauts,exact,1.0
4,Ambergris,https://bobs-burgers.fandom.com/wiki/Ambergris,SWEET HOME AVOCADO BURGER,SWEET HOME AVOCADO BURGER,,7477,Ambergris,18,https://www.tvmaze.com/episodes/7477/bobs-burgers-4x18-ambergris,exact,1.0
4,Ambergris,https://bobs-burgers.fandom.com/wiki/Ambergris,TO ERR IS CUMIN BURGER,TO ERR IS CUMIN BURGER,,7477,Ambergris,18,https://www.tvmaze.com/episodes/7477/bobs-burgers-4x18-ambergris,exact,1.0
4,Ambergris,https://bobs-burgers.fandom.com/wiki/Ambergris,HUMMUS A TUNE BURGER,HUMMUS A TUNE BURGER,,7477,Ambergris,18,https://www.tvmaze.com/episodes/7477/bobs-burgers-4x18-ambergris,exact,1.0
4,Ambergris,https://bobs-burgers.fandom.com/wiki/Ambergris,"I CAME, I SLAW, THE COLESLAW BURGER","I CAME, I SLAW, THE COLESLAW BURGER",,7477,Ambergris,18,https://www.tvmaze.com/episodes/7477/bobs-burgers-4x18-ambergris,exact,1.0
4,The Kids Run Away,https://bobs-burgers.fandom.com/wiki/The_Kids_Run_Away,ONION RING AROUND THE ROSEMARY BURGER,ONION RING AROUND THE ROSEMARY BURGER,,7478,The Kids Run Away,19,https://www.tvmaze.com/episodes/7478/bobs-burgers-4x19-the-kids-run-away,exact,1.0
4,The Kids Run Away,https://bobs-burgers.fandom.com/wiki/The_Kids_Run_Away,SGT. POBLANO PEPPER'S LONELY ARTICHOKE HEARTS CLUB BURGER,SGT. POBLANO PEPPER'S LONELY ARTICHOKE HEARTS CLUB BURGER,,7478,The Kids Run Away,19,https://www.tvmaze.com/episodes/7478/bobs-burgers-4x19-the-kids-run-away,exact,1.0
4,Gene It On,https://bobs-burgers.fandom.com/wiki/Gene_It_On,PARMA PARMA PARMA CHAMELEON BURGER (With Parmesan crisp),PARMA PARMA PARMA CHAMELEON BURGER,With Parmesan crisp,7479,Gene It On,20,https://www.tvmaze.com/episodes/7479/bobs-burgers-4x20-gene-it-on,exact,1.0
4,Gene It On,https://bobs-burgers.fandom.com/wiki/Gene_It_On,BLEU BY YOU BURGER (With locally sourced bleu cheese),BLEU BY YOU BURGER,With locally sourced bleu cheese,7479,Gene It On,20,https://www.tvmaze.com/episodes/7479/bobs-burgers-4x20-gene-it-on,exact,1.0
4,Wharf Horse,https://bobs-burgers.fandom.com/wiki/Wharf_Horse,THE SAFFRON SAFF-OFF BURGER,THE SAFFRON SAFF-OFF BURGER,,,,,,missing,
5,"Work Hard or Die Trying, Girl","https://bobs-burgers.fandom.com/wiki/Work_Hard_or_Die_Trying,_Girl",None,None,,7482,"Work Hard or Die Trying, Girl",1,https://www.tvmaze.com/episodes/7482/bobs-burgers-5x01-work-hard-or-die-trying-girl,exact,1.0
5,Tina and the Real Ghost,https://bobs-burgers.fandom.com/wiki/Tina_and_the_Real_Ghost,TEXAS CHAINSAW MASSA-CURD BURGER (Comes with Cheese Curds),TEXAS CHAINSAW MASSA-CURD BURGER,Comes with Cheese Curds,15842,Tina and the Real Ghost,2,https://www.tvmaze.com/episodes/15842/bobs-burgers-5x02-tina-and-the-real-ghost,exact,1.0
5,Tina and the Real Ghost,https://bobs-burgers.fandom.com/wiki/Tina_and_the_Real_Ghost,HUMAN POLENTA-PEDE BURGER,HUMAN POLENTA-PEDE BURGER,,15842,Tina and the Real Ghost,2,https://www.tvmaze.com/episodes/15842/bobs-burgers-5x02-tina-and-the-real-ghost,exact,1.0
5,Tina and the Real Ghost,https://bobs-burgers.fandom.com/wiki/Tina_and_the_Real_Ghost,KALES FROM THE CRYPT BURGER,KALES FROM THE CRYPT BURGER,,15842,Tina and the Real Ghost,2,https://www.tvmaze.com/episodes/15842/bobs-burgers-5x02-tina-and-the-real-ghost,exact,1.0
5,Tina and the Real Ghost,https://bobs-burgers.fandom.com/wiki/Tina_and_the_Real_Ghost,PARANORMAL PEPPER-JACK-TIVITY BURGER (Comes with Pepper Jack cheese),PARANORMAL PEPPER-JACK-TIVITY BURGER,Comes with Pepper Jack cheese,15842,Tina and the Real Ghost,2,https://www.tvmaze.com/episodes/15842/bobs-burgers-5x02-tina-and-the-real-ghost,exact,1.0
5,Friends with Burger-fits,https://bobs-burgers.fandom.com/wiki/Friends_with_Burger-fits,ROMAINES OF THE DAY BURGER,ROMAINES OF THE DAY BURGER,,45308,Friends with Burger-fits,3,https://www.tvmaze.com/episodes/45308/bobs-burgers-5x03-friends-with-burger-fits,exact,1.0
5,Friends with Burger-fits,https://bobs-burgers.fandom.com/wiki/Friends_with_Burger-fits,SUB-CONSCIOUS BURGER (On a sub roll),SUB-CONSCIOUS BURGER,On a sub roll,45308,Friends with Burger-fits,3,https://www.tvmaze.com/episodes/45308/bobs-burgers-5x03-friends-with-burger-fits,exact,1.0
5,Friends with Burger-fits,https://bobs-burgers.fandom.com/wiki/Friends_with_Burger-fits,PARSNIPS-VOUS FRANCAIS BURGER,PARSNIPS-VOUS FRANCAIS BURGER,,45308,Friends with Burger-fits,3,https://www.tvmaze.com/episodes/45308/bobs-burgers-5x03-friends-with-burger-fits,exact,1.0
5,Friends with Burger-fits,https://bobs-burgers.fandom.com/wiki/Friends_with_Burger-fits,BEET-ER LATE THAN NEVER BURGER,BEET-ER LATE THAN NEVER BURGER,,45308,Friends with Burger-fits,3,https://www.tvmaze.com/episodes/45308/bobs-burgers-5x03-friends-with-burger-fits,exact,1.0
5,Friends with Burger-fits,https://bobs-burgers.fandom.com/wiki/Friends_with_Burger-fits,PEAS AND THANK YOU BURGER,PEAS AND THANK YOU BURGER,,45308,Friends with Burger-fits,3,https://www.tvmaze.com/episodes/45308/bobs-burgers-5x03-friends-with-burger-fits,exact,1.0
5,Dawn of the Peck,https://bobs-burgers.fandom.com/wiki/Dawn_of_the_Peck,THE MELTS IN YOUR PLY-MOUTH BURGER,THE MELTS IN YOUR PLY-MOUTH BURGER,,39983,Dawn of the Peck,4,https://www.tvmaze.com/episodes/39983/bobs-burgers-5x04-dawn-of-the-peck,exact,1.0
5,Best Burger,https://bobs-burgers.fandom.com/wiki/Best_Burger,BET IT ALL ON BLACK GARLIC BURGER,BET IT ALL ON BLACK GARLIC BURGER,,45309,Best Burger,5,https://www.tvmaze.com/episodes/45309/bobs-burgers-5x05-best-burger,exact,1.0
5,Best Burger,https://bobs-burgers.fandom.com/wiki/Best_Burger,RUN GORGONZOLA RUN BURGER (Made with gorgonzola),RUN GORGONZOLA RUN BURGER,Made with gorgonzola,45309,Best Burger,5,https://www.tvmaze.com/episodes/45309/bobs-burgers-5x05-best-burger,exact,1.0
5,Father of the Bob,https://bobs-burgers.fandom.com/wiki/Father_of_the_Bob,"BABY YOU CAN CHIVE MY CAR BURGER (With Sour Cream, Chives and little Fried Pickle wheels on the sides that make it look like a car)",BABY YOU CAN CHIVE MY CAR BURGER,"With Sour Cream, Chives and little Fried Pickle wheels on the sides that make it look like a car",45310,Father of the Bob,6,https://www.tvmaze.com/episodes/45310/bobs-burgers-5x06-father-of-the-bob,exact,1.0
5,Father of the Bob,https://bobs-burgers.fandom.com/wiki/Father_of_the_Bob,CHEESES IS BORN BURGER (Comes with baby swiss),CHEESES IS BORN BURGER,Comes with baby swiss,45310,Father of the Bob,6,https://www.tvmaze.com/episodes/45310/bobs-burgers-5x06-father-of-the-bob,exact,1.0
5,Tina Tailor Soldier Spy,https://bobs-burgers.fandom.com/wiki/Tina_Tailor_Soldier_Spy,CAJUN GRACEFULLY BURGER,CAJUN GRACEFULLY BURGER,,45836,Tina Tailor Soldier Spy,7,https://www.tvmaze.com/episodes/45836/bobs-burgers-5x07-tina-tailor-soldier-spy,exact,1.0
5,Tina Tailor Soldier Spy,https://bobs-burgers.fandom.com/wiki/Tina_Tailor_Soldier_Spy,BLONDES HAVE MORE FUN-GUS BURGER (Comes with mushrooms),BLONDES HAVE MORE FUN-GUS BURGER,Comes with mushrooms,45836,Tina Tailor Soldier Spy,7,https://www.tvmaze.com/episodes/45836/bobs-burgers-5x07-tina-tailor-soldier-spy,exact,1.0
5,Midday Run,https://bobs-burgers.fandom.com/wiki/Midday_Run,BEETS OF BURDEN BURGER (Served with too many beets),BEETS OF BURDEN BURGER,Served with too many beets,58251,Midday Run,8,https://www.tvmaze.com/episodes/58251/bobs-burgers-5x08-midday-run,exact,1.0
5,Speakeasy Rider,https://bobs-burgers.fandom.com/wiki/Speakeasy_Rider,BLUE IS THE WARMEST CHEESE BURGER,BLUE IS THE WARMEST CHEESE BURGER,,92017,Speakeasy Rider,9,https://www.tvmaze.com/episodes/92017/bobs-burgers-5x09-speakeasy-rider,exact,1.0
5,Speakeasy Rider,https://bobs-burgers.fandom.com/wiki/Speakeasy_Rider,THREE BEETS TO THE WIND BURGER,THREE BEETS TO THE WIND BURGER,,92017,Speakeasy Rider,9,https://www.tvmaze.com/episodes/92017/bobs-burgers-5x09-speakeasy-rider,exact,1.0
5,Speakeasy Rider,https://bobs-burgers.fandom.com/wiki/Speakeasy_Rider,THE GRAND BRIE BURGER,THE GRAND BRIE BURGER,,92017,Speakeasy Rider,9,https://www.tvmaze.com/episodes/92017/bobs-burgers-5x09-speakeasy-rider,exact,1.0
5,Late Afternoon in the Garden of Bob and Louise,https://bobs-burgers.fandom.com/wiki/Late_Afternoon_in_the_Garden_of_Bob_and_Louise,A GOOD MANCHEGO IS HARD TO FIND BURGER,A GOOD MANCHEGO IS HARD TO FIND BURGER,,108511,Late Afternoon in the Garden of Bob and Louise,10,https://www.tvmaze.com/episodes/108511/bobs-burgers-5x10-late-afternoon-in-the-garden-of-bob-and-louise,exact,1.0
5,Late Afternoon in the Garden of Bob and Louise,https://bobs-burgers.fandom.com/wiki/Late_Afternoon_in_the_Garden_of_Bob_and_Louise,THE GARDEN OF E-DUMB BURGER (Served with Crapple),THE GARDEN OF E-DUMB BURGER,Served with Crapple,108511,Late Afternoon in the Garden of Bob and Louise,10,https://www.tvmaze.com/episodes/108511/bobs-burgers-5x10-late-afternoon-in-the-garden-of-bob-and-louise,exact,1.0
5,Late Afternoon in the Garden of Bob and Louise,https://bobs-burgers.fandom.com/wiki/Late_Afternoon_in_the_Garden_of_Bob_and_Louise,SHOE STRING AROUND THE ROSEY BURGER,SHOE STRING AROUND THE ROSEY BURGER,,108511,Late Afternoon in the Garden of Bob and Louise,10,https://www.tvmaze.com/episodes/108511/bobs-burgers-5x10-late-afternoon-in-the-garden-of-bob-and-louise,exact,1.0
